      0.0000000000     4128041.3954903           0.0010856           0.0000723           0.0000107           0.0000043           0.0000015           0.0000011           0.0000008           0.0000006           0.0000008           0.0000006           0.0000006           0.0000008           0.0000007           0.0000007           0.0000005           0.0000006           0.0000007           0.0000007           0.0000006           0.0000006           0.0000005           0.0000006           0.0000005           0.0000004           0.0000005           0.0000006           0.0000007           0.0000007           0.0000017           0.0000072           0.0001102     4128041.3954903
      4.1357000000           0.0072054           0.0022540           0.0000760           0.0000145           0.0000038           0.0000024           0.0000011           0.0000010           0.0000008           0.0000008           0.0000008           0.0000006           0.0000006           0.0000007           0.0000006           0.0000006           0.0000006           0.0000005           0.0000006           0.0000005           0.0000005           0.0000005           0.0000005           0.0000006           0.0000005           0.0000005           0.0000004           0.0000006           0.0000009           0.0000021           0.0000073           0.0001563           0.0072054
      8.2714000000           0.0015303           0.0434872           0.0000925           0.0000163           0.0000042           0.0000016           0.0000010           0.0000009           0.0000008           0.0000008           0.0000008           0.0000006           0.0000008           0.0000006           0.0000005           0.0000006           0.0000005           0.0000006           0.0000006           0.0000007           0.0000005           0.0000005           0.0000004           0.0000005           0.0000005           0.0000006           0.0000007           0.0000006           0.0000012           0.0000018           0.0000072           0.0001850           0.0015303
     12.4071000000           0.0008862           0.0016876           0.0001048           0.0000139           0.0000043           0.0000022           0.0000015           0.0000008           0.0000008           0.0000008           0.0000006           0.0000007           0.0000007           0.0000007           0.0000006           0.0000006           0.0000007           0.0000006           0.0000007           0.0000005           0.0000005           0.0000005           0.0000006           0.0000006           0.0000006           0.0000004           0.0000005           0.0000006           0.0000010           0.0000016           0.0000088           0.0003493           0.0008862
     16.5428000000           0.0004257           0.0005175           0.0001543           0.0000104           0.0000032           0.0000017           0.0000011           0.0000010           0.0000009           0.0000007           0.0000008           0.0000006           0.0000007           0.0000007           0.0000006           0.0000007           0.0000007           0.0000007           0.0000006           0.0000005           0.0000006           0.0000005           0.0000005           0.0000004           0.0000006           0.0000005           0.0000006           0.0000006           0.0000007           0.0000015           0.0000099           0.0005860           0.0004257
     20.6785000000           0.0002669           0.0003201           0.0003049           0.0000168           0.0000046           0.0000020           0.0000010           0.0000008           0.0000009           0.0000009           0.0000008           0.0000008           0.0000007           0.0000007           0.0000007           0.0000007           0.0000007           0.0000007           0.0000006           0.0000006           0.0000006           0.0000005           0.0000006           0.0000004           0.0000005           0.0000006           0.0000006           0.0000006           0.0000010           0.0000016           0.0000096           0.0024201           0.0002669
     24.8142000000           0.0001996           0.0002091           0.0005572           0.0000192           0.0000053           0.0000020           0.0000012           0.0000007           0.0000007           0.0000008           0.0000006           0.0000006           0.0000007           0.0000006           0.0000006           0.0000007           0.0000007           0.0000005           0.0000007           0.0000005           0.0000006           0.0000006           0.0000006           0.0000005           0.0000005           0.0000004           0.0000005           0.0000006           0.0000009           0.0000019           0.0000107           0.0111999           0.0001996
     28.9499000000           0.0001289           0.0001126           0.0022385           0.0000183           0.0000053           0.0000022           0.0000012           0.0000010           0.0000006           0.0000007           0.0000008           0.0000006           0.0000007           0.0000007           0.0000006           0.0000006           0.0000007           0.0000006           0.0000005           0.0000005           0.0000006           0.0000005           0.0000005           0.0000005           0.0000005           0.0000005           0.0000006           0.0000007           0.0000009           0.0000023           0.0000106           0.0017663           0.0001289
     33.0856000000           0.0001243           0.0000826           0.0086408           0.0000243           0.0000048           0.0000023           0.0000013           0.0000009           0.0000008           0.0000006           0.0000008           0.0000008           0.0000008           0.0000008           0.0000007           0.0000006           0.0000005           0.0000005           0.0000007           0.0000006           0.0000006           0.0000005           0.0000005           0.0000005           0.0000005           0.0000005           0.0000007           0.0000007           0.0000009           0.0000023           0.0000087           0.0004702           0.0001243
     37.2213000000           0.0000928           0.0000694           0.0012282           0.0000244           0.0000055           0.0000022           0.0000011           0.0000012           0.0000008           0.0000009           0.0000008           0.0000009           0.0000008           0.0000007           0.0000007           0.0000007           0.0000007           0.0000007           0.0000006           0.0000005           0.0000005           0.0000005           0.0000005           0.0000005           0.0000006           0.0000005           0.0000005           0.0000006           0.0000008           0.0000022           0.0000132           0.0002590           0.0000928
     41.3570000000           0.0000706           0.0000507           0.0003802           0.0000379           0.0000053           0.0000022           0.0000012           0.0000010           0.0000009           0.0000009           0.0000009           0.0000007           0.0000007           0.0000007           0.0000008           0.0000006           0.0000006           0.0000006           0.0000007           0.0000006           0.0000006           0.0000006           0.0000005           0.0000005           0.0000004           0.0000005           0.0000006           0.0000006           0.0000007           0.0000018           0.0000121           0.0001201           0.0000706
